-2.250        7.093750000000000      -25.101562500000000       93.517089843750000     -358.662963867187500
-2.240        7.026400000000001      -24.738560000000007       91.705355200000042     -349.965144166400194
-2.230        6.959350000000001      -24.378917500000004       89.919213043749991     -341.432587157612431
-2.220        6.892600000000002      -24.022620000000003       88.158428700000030     -333.062985085200239
-2.210        6.826150000000000      -23.669652499999998       86.422768543749996     -324.854051267037505
-2.200        6.760000000000002      -23.320000000000007       84.712000000000018     -316.803520000000105
-2.190        6.694150000000000      -22.973647499999998       83.025891543749978     -308.909146465462413
-2.180        6.628600000000000      -22.630580000000005       81.364212700000024     -301.168706634800060
-2.170        6.563350000000000      -22.290782499999995       79.726734043749985     -293.579997174887467
-2.160        6.498400000000000      -21.954240000000006       78.113227200000011     -286.140835353600153
-2.150        6.433750000000000      -21.620937499999997       76.523464843750006     -278.849058945312436
-2.140        6.369400000000001      -21.290860000000002       74.957220700000022     -271.702526136400081
-2.130        6.305349999999999      -20.963992499999996       73.414269543749981     -264.699115430737379
-2.120        6.241600000000001      -20.640319999999999       71.894387200000025     -257.836725555200076
-2.110        6.178150000000000      -20.319827499999999       70.397350543749980     -251.113275365162423
-2.100        6.115000000000000      -20.002500000000005       68.922937500000018     -244.526703750000081
-2.090        6.052149999999999      -19.688322499999998       67.470927043749967     -238.074969538587368
-2.080        5.989600000000001      -19.377280000000003       66.041099200000005     -231.756051404800047
-2.070        5.927349999999999      -19.069357499999995       64.633235043749977     -225.567947773012378
-2.060        5.865399999999999      -18.764540000000000       63.247116700000007     -219.508676723600047
-2.050        5.803749999999999      -18.462812499999991       61.882527343749963     -213.576275898437416
-2.040        5.742400000000000      -18.164160000000003       60.539251200000002     -207.768802406399971
-2.030        5.681350000000001      -17.868567500000008       59.217073543750040     -202.084332728862620
-2.020        5.620600000000000      -17.576020000000003       57.915780700000006     -196.520962625200013
-2.010        5.560150000000001      -17.286502500000008       56.635160043750027     -191.076807038287654
-2.000        5.500000000000000      -17.000000000000000       55.375000000000000     -185.750000000000000
-1.990        5.440150000000000      -16.716497500000003       54.135090043749997     -180.538694536712484
-1.980        5.380599999999999      -16.435980000000001       52.915220699999999     -175.441062574799986
-1.970        5.321350000000000      -16.158432499999996       51.715183543749987     -170.455294846137491
-1.960        5.262400000000000      -15.883840000000001       50.534771200000002     -165.579600793599980
-1.950        5.203749999999999      -15.612187500000001       49.373777343749985     -160.812208476562489
-1.940        5.145400000000000      -15.343460000000000       48.231996699999996     -156.151364476399976
-1.930        5.087350000000000      -15.077642499999996       47.109225043749987     -151.595333801987465
-1.920        5.029600000000000      -14.814719999999998       46.005259199999990     -147.142399795199964
-1.910        4.972150000000001      -14.554677500000002       44.919897043750026     -142.790864036412586
-1.900        4.915000000000001      -14.297500000000005       43.852937500000010     -138.539046250000069
-1.890        4.858150000000000      -14.043172500000004       42.804180543750014     -134.385284209837550
-1.880        4.801600000000001      -13.791679999999999       41.773427200000000     -130.327933644800027
-1.870        4.745350000000001      -13.543007500000005       40.760479543750009     -126.365368144262533
-1.860        4.689400000000001      -13.297140000000002       39.765140700000011     -122.495979063600046
